A,B,C,D,E,F,G,H
13,19393,1759,13233,1323202,184,30977,56
13,19393,2724,13232,1323202,183,30977,56
13,19393,2828,13232,1323202,184,30977,56
4,20366,273,13342,1334205,191,33342,182
4,20366,369,13343,1334205,192,33342,182
8,20398,3522,14492,1449202,239,34492,228
8,20398,3556,14493,1449202,239,34492,228
8,20398,3556,14493,1449202,239,34492,228
8,20398,3556,14493,1449202,239,34492,228
8,20398,3556,14493,1449202,239,34492,228
8,20398,3556,14493,1449202,239,34492,228
8,20398,3573,14492,1449202,239,34492,228
8,20398,3603,14493,1449202,239,34492,228
8,20398,3603,14492,1449202,239,34492,228
8,20398,3635,14492,1449202,239,34492,228
8,20398,3635,14493,1449202,239,34492,228
8,20398,3652,14493,1449202,239,34492,228
8,20398,3652,14493,1449202,239,34492,228
8,20398,3652,14493,1449202,239,34492,228
8,20398,3652,14493,1449202,239,34492,228
8,20398,3652,14493,1449202,239,34492,228
8,20398,3664,14493,1449202,239,34492,228
8,20398,3664,14492,1449202,239,34492,228
8,20398,3664,14493,1449202,239,34492,228
8,20398,3664,14493,1449202,239,34492,228
8,20398,3678,14492,1449202,239,34492,228
8,20398,3678,14492,1449202,239,34492,228
8,20398,3696,14493,1449202,239,34492,228
8,20398,3705,14492,1449202,239,34492,228
8,20398,3742,14492,1449202,239,34492,228
8,20398,3742,14493,1449202,239,34492,228
8,20398,3742,14492,1449202,239,34492,228
8,20398,3742,14492,1449202,239,34492,228
8,20398,3742,14493,1449202,239,34492,228
8,20398,3788,14493,1449202,239,34492,228
8,20398,3798,14492,1449202,239,34492,228
13,19393,962,15016,1501603,275,31123,266
13,19393,1498,15017,1501603,276,31123,266
13,19393,2724,15017,1501603,275,31123,266
13,19393,2828,15016,1501603,276,31123,266
13,19393,582,10693,1069302,37,30693,197
13,19393,602,10693,1069302,36,30693,197
13,19393,673,10693,1069302,37,30693,197
13,19393,3895,10693,1069302,37,30693,197
9,20304,2122,11057,1105703,64,31057,53
9,20304,2888,11058,1105703,64,31057,53
9,20304,2924,11058,1105703,65,31057,53
9,20304,2940,11058,1105703,65,31057,53
9,20304,3536,11058,1105703,64,31057,53
9,20304,3558,11058,1105703,65,31057,53
9,20304,3558,11058,1105703,65,31057,53
9,20304,3575,11058,1105703,65,31057,53
9,20304,3575,11058,1105703,64,31057,53
9,20304,3586,11058,1105703,65,31057,53
9,20304,3596,11057,1105703,65,31057,53
9,20304,3636,11058,1105703,65,31057,53
13,19393,602,11292,1129202,81,30325,78
13,19393,673,11292,1129202,81,30325,78
13,19393,1534,11293,1129202,82,30325,78
13,19393,3895,11292,1129202,82,30325,78
9,20304,1423,12156,1215602,132,32156,123
9,20304,1423,12157,1215602,132,32156,123
9,20304,1423,12157,1215602,133,32156,123
9,20304,1426,12157,1215602,133,32156,123
9,20304,1492,12156,1215602,133,32156,123
9,20304,1492,12156,1215602,133,32156,123
9,20304,1671,12156,1215602,132,32156,123
9,20304,3960,12156,1215602,132,32156,123
13,19393,602,12889,1288903,162,32211,160
13,19393,673,12890,1288903,162,32211,160
13,19393,1534,12890,1288903,162,32211,160
13,19393,3895,12889,1288903,162,32211,160
9,20304,2122,13488,1348702,205,31650,183
9,20304,2888,13487,1348702,205,31650,183
9,20304,2924,13488,1348702,205,31650,183
9,20304,2940,13488,1348702,204,31650,183
9,20304,3536,13488,1348702,205,31650,183
9,20304,3542,13488,1348702,205,31650,183
9,20304,3558,13488,1348702,205,31650,183
9,20304,3558,13487,1348702,205,31650,183
9,20304,3575,13488,1348702,205,31650,183
9,20304,3575,13487,1348702,204,31650,183
9,20304,3586,13488,1348702,205,31650,183
9,20304,3596,13487,1348702,205,31650,183
9,20304,3617,13488,1348702,205,31650,183
9,20304,3636,13488,1348702,204,31650,183
9,20304,3547,13930,1393002,215,30977,56
9,20304,3621,13930,1393002,216,30977,56
9,20304,1423,14869,1486903,268,34614,241
9,20304,1423,14870,1486903,269,34614,241
9,20304,1423,14870,1486903,269,34614,241
9,20304,1426,14870,1486903,269,34614,241
9,20304,1492,14870,1486903,268,34614,241
9,20304,1492,14870,1486903,268,34614,241
9,20304,1671,14870,1486903,268,34614,241
9,20304,3960,14869,1486903,269,34614,241
13,19393,602,15376,1537602,287,30436,275
13,19393,673,15376,1537602,288,30436,275
13,19393,1534,15376,1537602,288,30436,275
13,19393,3895,15376,1537602,287,30436,275
8,20398,2896,11278,1127802,80,30852,282
8,20398,3540,11278,1127802,80,30852,282
8,20398,3556,11279,1127802,80,30852,282
8,20398,3561,11279,1127802,80,30852,282
8,20398,3561,11279,1127802,80,30852,282
8,20398,3603,11279,1127802,80,30852,282
8,20398,3603,11279,1127802,80,30852,282
8,20398,3603,11279,1127802,80,30852,282
8,20398,3603,11279,1127802,80,30852,282
8,20398,3630,11278,1127802,80,30852,282
8,20398,3635,11278,1127802,80,30852,282
8,20398,3635,11279,1127802,80,30852,282
8,20398,3635,11278,1127802,80,30852,282
8,20398,3635,11279,1127802,80,30852,282
8,20398,3652,11279,1127802,80,30852,282
8,20398,3652,11279,1127802,80,30852,282
8,20398,3652,11279,1127802,80,30852,282
8,20398,3652,11279,1127802,80,30852,282
8,20398,3664,11279,1127802,80,30852,282
8,20398,3664,11279,1127802,80,30852,282
8,20398,3678,11278,1127802,80,30852,282
8,20398,3678,11279,1127802,80,30852,282
8,20398,3678,11279,1127802,80,30852,282
8,20398,3696,11279,1127802,80,30852,282
8,20398,3742,11278,1127802,80,30852,282
8,20398,3742,11279,1127802,80,30852,282
8,20398,3742,11278,1127802,80,30852,282
8,20398,3742,11279,1127802,80,30852,282
8,20398,3759,11278,1127802,80,30852,282
8,20398,3788,11278,1127802,80,30852,282
8,20398,3788,11279,1127802,80,30852,282
9,20304,1442,11587,1158702,95,31587,90
9,20304,1442,11587,1158702,95,31587,90
9,20304,1442,11587,1158702,96,31587,90
9,20304,1449,11588,1158702,96,31587,90
9,20304,1581,11588,1158702,96,31587,90
9,20304,1593,11588,1158702,95,31587,90
9,20304,1593,11588,1158702,96,31587,90
9,20304,1593,11588,1158702,96,31587,90
9,20304,1593,11588,1158702,96,31587,90
9,20304,2776,11588,1158702,95,31587,90
9,20304,2912,11588,1158702,96,31587,90
9,20304,2912,11588,1158702,95,31587,90
9,20304,2912,11588,1158702,95,31587,90
9,20304,4241,11588,1158702,96,31587,90
9,20304,1483,11775,1177502,109,31775,259
4,20366,230,12217,1221702,138,30255,129
9,20304,1442,12335,1233502,144,32335,134
9,20304,1442,12336,1233502,144,32335,134
9,20304,1442,12335,1233502,144,32335,134
9,20304,1449,12336,1233502,144,32335,134
9,20304,1581,12335,1233502,144,32335,134
9,20304,1593,12335,1233502,144,32335,134
9,20304,1593,12336,1233502,144,32335,134
9,20304,1593,12336,1233502,144,32335,134
9,20304,1593,12336,1233502,144,32335,134
9,20304,2776,12336,1233502,144,32335,134
9,20304,2912,12336,1233502,144,32335,134
9,20304,2912,12335,1233502,144,32335,134
9,20304,2912,12336,1233502,144,32335,134
9,20304,4241,12336,1233502,144,32335,134
13,19393,452,12448,1244803,153,32448,137
13,19393,1687,12449,1244803,154,32448,137
13,19393,3329,12449,1244803,154,32448,137
13,19393,4164,12449,1244803,154,32448,137
13,19393,452,13232,1323202,183,30977,56
13,19393,1687,13233,1323202,183,30977,56
13,19393,3329,13233,1323202,183,30977,56
13,19393,4164,13232,1323202,184,30977,56
4,20366,303,13244,1324402,184,33244,179
4,20366,301,13343,1334205,192,33342,182
9,20304,2459,14570,1457002,243,34570,231
9,20304,2095,14870,1486903,268,34614,241
9,20304,2459,14869,1486903,269,34614,241
9,20304,2888,14869,1486903,269,34614,241
9,20304,2888,14870,1486903,268,34614,241
9,20304,2924,14869,1486903,268,34614,241
9,20304,3542,14870,1486903,268,34614,241
9,20304,3558,14870,1486903,268,34614,241
9,20304,3570,14870,1486903,268,34614,241
9,20304,3581,14870,1486903,269,34614,241
9,20304,3586,14870,1486903,269,34614,241
9,20304,3610,14870,1486903,269,34614,241
9,20304,3631,14870,1486903,268,34614,241
4,20366,184,15370,1537002,286,34653,276
9,20304,1489,10434,1043402,22,30434,255
13,19393,574,10821,1082103,49,30852,21
13,19393,717,10822,1082103,49,30852,21
13,19393,3140,10821,1082103,50,30852,21
13,19393,4132,10821,1082103,49,30852,21
9,20304,1671,11193,1119302,75,33105,59
9,20304,3554,11194,1119302,76,33105,59
4,20366,29,12266,1226603,140,31453,128
4,20366,32,12267,1226603,140,31453,128
4,20366,60,12266,1226603,141,31453,128
4,20366,60,12267,1226603,140,31453,128
4,20366,67,12267,1226603,141,31453,128
4,20366,98,12266,1226603,140,31453,128
4,20366,113,12267,1226603,141,31453,128
4,20366,138,12266,1226603,141,31453,128
4,20366,139,12266,1226603,140,31453,128
4,20366,140,12266,1226603,141,31453,128
4,20366,176,12267,1226603,141,31453,128
4,20366,186,12267,1226603,140,31453,128
4,20366,218,12267,1226603,141,31453,128
4,20366,218,12267,1226603,140,31453,128
4,20366,222,12267,1226603,140,31453,128
4,20366,223,12267,1226603,141,31453,128
4,20366,225,12267,1226603,140,31453,128
4,20366,226,12267,1226603,141,31453,128
4,20366,228,12267,1226603,141,31453,128
4,20366,255,12266,1226603,141,31453,128
4,20366,303,12267,1226603,141,31453,128
4,20366,325,12267,1226603,141,31453,128
4,20366,330,12267,1226603,141,31453,128
4,20366,349,12267,1226603,140,31453,128
4,20366,560,12267,1226603,141,31453,128
9,20304,3626,12892,1289203,164,32575,169
9,20304,2122,13245,1324402,185,33244,179
9,20304,2924,13245,1324402,184,33244,179
9,20304,3518,13245,1324402,185,33244,179
9,20304,3518,13244,1324402,184,33244,179
9,20304,3575,13245,1324402,185,33244,179
9,20304,3617,13245,1324402,185,33244,179
9,20304,3621,13244,1324402,184,33244,179
9,20304,3621,13245,1324402,185,33244,179
9,20304,3626,13245,1324402,184,33244,179
4,20366,29,13422,1342202,197,30562,187
4,20366,32,13422,1342202,197,30562,187
4,20366,60,13423,1342202,197,30562,187
4,20366,60,13422,1342202,197,30562,187
4,20366,67,13423,1342202,197,30562,187
4,20366,98,13422,1342202,197,30562,187
4,20366,98,13423,1342202,197,30562,187
4,20366,113,13423,1342202,197,30562,187
4,20366,138,13423,1342202,197,30562,187
4,20366,139,13423,1342202,197,30562,187
4,20366,140,13422,1342202,197,30562,187
4,20366,176,13423,1342202,197,30562,187
4,20366,186,13423,1342202,197,30562,187
4,20366,218,13423,1342202,197,30562,187
4,20366,218,13423,1342202,197,30562,187
4,20366,222,13423,1342202,197,30562,187
4,20366,223,13423,1342202,197,30562,187
4,20366,225,13422,1342202,197,30562,187
4,20366,226,13422,1342202,197,30562,187
4,20366,228,13422,1342202,197,30562,187
4,20366,255,13423,1342202,197,30562,187
4,20366,303,13423,1342202,197,30562,187
4,20366,325,13423,1342202,197,30562,187
4,20366,330,13423,1342202,197,30562,187
4,20366,349,13422,1342202,197,30562,187
4,20366,560,13423,1342202,197,30562,187
9,20304,2089,13488,1348702,205,31650,183
9,20304,2122,13488,1348702,205,31650,183
9,20304,2888,13488,1348702,204,31650,183
9,20304,2888,13488,1348702,205,31650,183
9,20304,3518,13487,1348702,205,31650,183
9,20304,3581,13487,1348702,205,31650,183
9,20304,3586,13488,1348702,204,31650,183
9,20304,3617,13487,1348702,205,31650,183
9,20304,3626,13488,1348702,205,31650,183
9,20304,3636,13487,1348702,205,31650,183
9,20304,2089,13930,1393002,215,30977,56
9,20304,2122,13930,1393002,216,30977,56
9,20304,2888,13930,1393002,216,30977,56
9,20304,2888,13930,1393002,216,30977,56
9,20304,3518,13930,1393002,216,30977,56
9,20304,3581,13930,1393002,215,30977,56
9,20304,3586,13930,1393002,216,30977,56
9,20304,3617,13930,1393002,215,30977,56
9,20304,3626,13930,1393002,216,30977,56
9,20304,3636,13930,1393002,216,30977,56
9,20304,3636,14571,1457002,244,34570,231
9,20304,3631,14679,1467903,250,33570,244
13,19393,574,14747,1474703,258,30559,256
13,19393,717,14747,1474703,259,30559,256
13,19393,4132,14748,1474703,259,30559,256
13,19393,574,14870,1486903,269,34614,241
13,19393,717,14870,1486903,269,34614,241
13,19393,3140,14870,1486903,268,34614,241
9,20304,3626,14870,1486903,269,34614,241
9,20304,3631,14870,1486903,269,34614,241
9,20304,3636,14869,1486903,268,34614,241
13,19393,4132,14870,1486903,268,34614,241
4,20366,41,11057,1105703,64,31057,53
4,20366,41,11057,1105703,65,31057,53
4,20366,47,11058,1105703,64,31057,53
4,20366,58,11057,1105703,65,31057,53
4,20366,84,11058,1105703,65,31057,53
4,20366,84,11058,1105703,65,31057,53
4,20366,94,11058,1105703,64,31057,53
4,20366,97,11058,1105703,65,31057,53
4,20366,100,11057,1105703,65,31057,53
4,20366,102,11058,1105703,65,31057,53
4,20366,121,11058,1105703,65,31057,53
4,20366,121,11057,1105703,64,31057,53
4,20366,142,11057,1105703,65,31057,53
4,20366,142,11058,1105703,64,31057,53
4,20366,148,11058,1105703,64,31057,53
4,20366,149,11058,1105703,64,31057,53
4,20366,155,11058,1105703,65,31057,53
4,20366,205,11058,1105703,65,31057,53
4,20366,217,11058,1105703,65,31057,53
4,20366,263,11057,1105703,65,31057,53
4,20366,289,11057,1105703,65,31057,53
4,20366,319,11057,1105703,64,31057,53
9,20304,1489,11433,1143302,88,31295,80
9,20304,1505,11434,1143302,88,31295,80
9,20304,1546,11434,1143302,88,31295,80
9,20304,1567,11434,1143302,89,31295,80
9,20304,1581,11433,1143302,89,31295,80
9,20304,1601,11434,1143302,88,31295,80
9,20304,1609,11434,1143302,89,31295,80
9,20304,1609,11433,1143302,89,31295,80
9,20304,1622,11434,1143302,89,31295,80
9,20304,1735,11433,1143302,89,31295,80
9,20304,3368,11434,1143302,88,31295,80
9,20304,3554,11434,1143302,88,31295,80
9,20304,3554,11434,1143302,88,31295,80
9,20304,3948,11433,1143302,88,31295,80
13,19393,1196,11540,1154003,94,30615,87
13,19393,2712,11541,1154003,94,30615,87
13,19393,2773,11541,1154003,94,30615,87
4,20366,41,11619,1161802,99,31703,201
4,20366,41,11619,1161802,99,31703,201
4,20366,47,11619,1161802,100,31703,201
4,20366,58,11618,1161802,100,31703,201
4,20366,84,11618,1161802,99,31703,201
4,20366,84,11618,1161802,100,31703,201
4,20366,94,11619,1161802,99,31703,201
4,20366,97,11619,1161802,100,31703,201
4,20366,100,11619,1161802,100,31703,201
4,20366,102,11619,1161802,100,31703,201
4,20366,107,11619,1161802,100,31703,201
4,20366,121,11619,1161802,100,31703,201
4,20366,142,11619,1161802,99,31703,201
4,20366,155,11618,1161802,100,31703,201
4,20366,155,11618,1161802,99,31703,201
4,20366,205,11619,1161802,100,31703,201
4,20366,217,11619,1161802,100,31703,201
4,20366,263,11618,1161802,100,31703,201
4,20366,286,11619,1161802,99,31703,201
4,20366,307,11619,1161802,100,31703,201
4,20366,618,11618,1161802,100,31703,201
9,20304,1489,11977,1197702,120,31977,112
9,20304,1505,11978,1197702,120,31977,112
9,20304,1567,11978,1197702,120,31977,112
9,20304,1593,11977,1197702,121,31977,112
9,20304,1601,11977,1197702,120,31977,112
9,20304,1609,11978,1197702,121,31977,112
9,20304,1609,11977,1197702,121,31977,112
9,20304,1622,11978,1197702,120,31977,112
9,20304,1735,11978,1197702,121,31977,112
9,20304,3368,11978,1197702,120,31977,112
9,20304,3554,11978,1197702,120,31977,112
9,20304,3554,11977,1197702,120,31977,112
9,20304,1489,12129,1212903,131,32129,124
9,20304,1499,12130,1212903,131,32129,124
9,20304,1581,12130,1212903,131,32129,124
9,20304,1601,12130,1212903,131,32129,124
9,20304,1609,12130,1212903,131,32129,124
9,20304,1609,12130,1212903,132,32129,124
9,20304,1609,12129,1212903,132,32129,124
9,20304,1609,12130,1212903,131,32129,124
9,20304,1622,12130,1212903,131,32129,124
9,20304,2601,12129,1212903,132,32129,124
9,20304,2869,12129,1212903,132,32129,124
9,20304,3368,12130,1212903,132,32129,124
9,20304,3554,12130,1212903,132,32129,124
9,20304,4241,12130,1212903,132,32129,124
9,20304,1489,12343,1234302,146,32343,132
9,20304,1499,12344,1234302,147,32343,132
9,20304,1581,12343,1234302,146,32343,132
9,20304,1601,12344,1234302,146,32343,132
9,20304,1609,12343,1234302,147,32343,132
9,20304,1609,12343,1234302,146,32343,132
9,20304,1609,12343,1234302,146,32343,132
9,20304,1609,12343,1234302,146,32343,132
9,20304,1622,12343,1234302,146,32343,132
9,20304,2601,12344,1234302,147,32343,132
9,20304,2869,12344,1234302,147,32343,132
9,20304,3368,12343,1234302,147,32343,132
9,20304,3554,12343,1234302,146,32343,132
9,20304,4241,12344,1234302,147,32343,132
13,19393,1196,12889,1288903,162,32211,160
13,19393,2712,12890,1288903,162,32211,160
13,19393,2773,12890,1288903,162,32211,160
13,19393,1196,12893,1289203,164,32575,169
13,19393,2712,12893,1289203,164,32575,169
13,19393,2773,12892,1289203,164,32575,169
8,20398,3024,12953,1295302,169,31703,200
8,20398,3024,12953,1295302,169,31703,200
8,20398,3024,12954,1295302,169,31703,200
8,20398,3035,12953,1295302,169,31703,200
8,20398,3035,12953,1295302,169,31703,200
8,20398,3035,12954,1295302,169,31703,200
8,20398,3063,12954,1295302,169,31703,200
8,20398,3063,12954,1295302,169,31703,200
8,20398,3077,12954,1295302,169,31703,200
8,20398,3077,12953,1295302,169,31703,200
8,20398,3087,12954,1295302,169,31703,200
8,20398,3101,12954,1295302,169,31703,200
8,20398,3101,12953,1295302,169,31703,200
8,20398,3101,12954,1295302,169,31703,200
8,20398,3101,12953,1295302,169,31703,200
8,20398,3125,12954,1295302,169,31703,200
8,20398,3125,12954,1295302,169,31703,200
8,20398,3125,12954,1295302,169,31703,200
8,20398,3129,12953,1295302,169,31703,200
8,20398,3129,12954,1295302,169,31703,200
8,20398,3132,12954,1295302,169,31703,200
8,20398,3132,12953,1295302,169,31703,200
8,20398,3132,12954,1295302,169,31703,200
8,20398,3141,12953,1295302,169,31703,200
8,20398,3141,12954,1295302,169,31703,200
8,20398,3141,12954,1295302,169,31703,200
8,20398,3141,12954,1295302,169,31703,200
8,20398,3141,12954,1295302,169,31703,200
8,20398,3759,12953,1295302,169,31703,200
8,20398,3788,12953,1295302,169,31703,200
8,20398,3803,12953,1295302,169,31703,200
9,20304,1426,10627,1062702,31,30627,31
9,20304,1455,10628,1062702,31,30627,31
9,20304,1483,10627,1062702,32,30627,31
9,20304,1499,10628,1062702,32,30627,31
9,20304,1553,10628,1062702,32,30627,31
9,20304,1567,10628,1062702,32,30627,31
9,20304,1567,10628,1062702,32,30627,31
9,20304,1581,10628,1062702,31,30627,31
9,20304,1622,10627,1062702,32,30627,31
9,20304,2776,10628,1062702,31,30627,31
9,20304,3368,10628,1062702,32,30627,31
9,20304,4241,10628,1062702,32,30627,31
4,20366,59,11043,1104202,62,30647,60
4,20366,172,11042,1104202,63,30647,60
4,20366,478,11042,1104202,62,30647,60
4,20366,69,11278,1127802,80,30852,282
4,20366,288,11279,1127802,80,30852,282
13,19393,3055,11293,1129202,82,30325,78
13,19393,3160,11293,1129202,82,30325,78
13,19393,3315,11292,1129202,82,30325,78
13,19393,4287,11292,1129202,82,30325,78
4,20366,30,11619,1161802,100,31703,201
4,20366,31,11619,1161802,99,31703,201
4,20366,12,12267,1226603,141,31453,128
4,20366,21,12266,1226603,140,31453,128
4,20366,29,12267,1226603,141,31453,128
4,20366,32,12266,1226603,141,31453,128
4,20366,55,12266,1226603,140,31453,128
4,20366,63,12267,1226603,141,31453,128
4,20366,177,12267,1226603,141,31453,128
4,20366,185,12267,1226603,141,31453,128
4,20366,186,12267,1226603,141,31453,128
4,20366,301,12267,1226603,140,31453,128
4,20366,328,12266,1226603,141,31453,128
4,20366,329,12266,1226603,140,31453,128
4,20366,375,12266,1226603,140,31453,128
4,20366,376,12266,1226603,141,31453,128
4,20366,479,12266,1226603,140,31453,128
4,20366,481,12267,1226603,141,31453,128
4,20366,635,12267,1226603,141,31453,128
4,20366,832,12267,1226603,141,31453,128
4,20366,12,13488,1348702,205,31650,183
4,20366,21,13488,1348702,205,31650,183
4,20366,29,13488,1348702,205,31650,183
4,20366,30,13488,1348702,205,31650,183
4,20366,31,13488,1348702,204,31650,183
4,20366,32,13488,1348702,205,31650,183
4,20366,55,13487,1348702,205,31650,183
4,20366,63,13488,1348702,205,31650,183
4,20366,177,13488,1348702,205,31650,183
4,20366,185,13488,1348702,205,31650,183
4,20366,186,13488,1348702,204,31650,183
4,20366,301,13487,1348702,204,31650,183
4,20366,328,13488,1348702,204,31650,183
4,20366,329,13488,1348702,204,31650,183
4,20366,375,13488,1348702,204,31650,183
4,20366,376,13488,1348702,204,31650,183
4,20366,479,13488,1348702,205,31650,183
4,20366,481,13488,1348702,205,31650,183
4,20366,635,13488,1348702,205,31650,183
4,20366,832,13488,1348702,205,31650,183
9,20304,1423,13488,1348702,204,31650,183
9,20304,1426,13487,1348702,205,31650,183
9,20304,1426,13487,1348702,204,31650,183
9,20304,1442,13488,1348702,204,31650,183
9,20304,1449,13488,1348702,205,31650,183
9,20304,1455,13487,1348702,204,31650,183
9,20304,1483,13488,1348702,205,31650,183
9,20304,1499,13488,1348702,205,31650,183
9,20304,1505,13487,1348702,205,31650,183
9,20304,1525,13488,1348702,205,31650,183
9,20304,1530,13488,1348702,205,31650,183
9,20304,1553,13488,1348702,205,31650,183
9,20304,1564,13487,1348702,205,31650,183
9,20304,1567,13487,1348702,205,31650,183
9,20304,1567,13487,1348702,204,31650,183
9,20304,1581,13488,1348702,205,31650,183
9,20304,1592,13487,1348702,204,31650,183
9,20304,1609,13488,1348702,205,31650,183
9,20304,1613,13488,1348702,205,31650,183
9,20304,1622,13487,1348702,205,31650,183
9,20304,1735,13488,1348702,204,31650,183
9,20304,2776,13487,1348702,205,31650,183
9,20304,2776,13488,1348702,204,31650,183
9,20304,3368,13487,1348702,205,31650,183
9,20304,3554,13488,1348702,204,31650,183
9,20304,3948,13487,1348702,205,31650,183
9,20304,3948,13487,1348702,205,31650,183
9,20304,4241,13487,1348702,205,31650,183
13,19393,3055,13891,1389101,214,32575,210
13,19393,3160,13892,1389101,215,32575,210
13,19393,3315,13892,1389101,215,32575,210
13,19393,4287,13892,1389101,214,32575,210
9,20304,3575,14869,1486903,268,34614,241
13,19393,3055,14893,1489302,269,33192,239
13,19393,3160,14894,1489302,270,33192,239
13,19393,3315,14894,1489302,270,33192,239
13,19393,4287,14894,1489302,270,33192,239
4,20366,1,10693,1069302,36,30693,197
4,20366,29,11058,1105703,64,31057,53
8,20398,3024,11066,1106602,65,31066,68
8,20398,3024,11066,1106602,66,31066,68
8,20398,3035,11066,1106602,66,31066,68
8,20398,3035,11066,1106602,66,31066,68
8,20398,3063,11066,1106602,66,31066,68
8,20398,3063,11066,1106602,65,31066,68
8,20398,3073,11066,1106602,66,31066,68
8,20398,3073,11066,1106602,66,31066,68
8,20398,3077,11066,1106602,66,31066,68
8,20398,3077,11066,1106602,66,31066,68
8,20398,3087,11066,1106602,66,31066,68
8,20398,3087,11066,1106602,66,31066,68
8,20398,3101,11066,1106602,66,31066,68
8,20398,3101,11066,1106602,65,31066,68
8,20398,3101,11066,1106602,66,31066,68
8,20398,3101,11066,1106602,65,31066,68
8,20398,3101,11066,1106602,65,31066,68
8,20398,3101,11066,1106602,66,31066,68
8,20398,3125,11066,1106602,66,31066,68
8,20398,3129,11066,1106602,66,31066,68
8,20398,3129,11066,1106602,65,31066,68
8,20398,3132,11066,1106602,65,31066,68
8,20398,3141,11066,1106602,65,31066,68
8,20398,3141,11066,1106602,66,31066,68
8,20398,3141,11066,1106602,65,31066,68
8,20398,3141,11066,1106602,65,31066,68
8,20398,3141,11066,1106602,66,31066,68
8,20398,3788,11066,1106602,66,31066,68
9,20304,1423,12157,1215602,133,32156,123
