A,B,C,D,E,F,G,H
9,20304,1593,12335,1233502,144,32335,134
9,20304,2776,12336,1233502,144,32335,134
9,20304,2912,12336,1233502,144,32335,134
9,20304,2912,12336,1233502,144,32335,134
9,20304,2912,12336,1233502,144,32335,134
9,20304,4241,12335,1233502,144,32335,134
13,19393,452,12448,1244803,153,32448,137
13,19393,1687,12448,1244803,153,32448,137
13,19393,3329,12449,1244803,153,32448,137
13,19393,4164,12449,1244803,153,32448,137
13,19393,452,13232,1323202,183,30977,56
13,19393,1687,13232,1323202,183,30977,56
13,19393,3329,13232,1323202,183,30977,56
13,19393,4164,13232,1323202,183,30977,56
4,20366,303,13244,1324402,184,33244,179
4,20366,301,13342,1334205,191,33342,182
9,20304,2459,14571,1457002,243,34570,231
9,20304,2095,14869,1486903,268,34614,241
9,20304,2459,14870,1486903,268,34614,241
9,20304,2888,14870,1486903,268,34614,241
9,20304,2888,14870,1486903,268,34614,241
9,20304,2924,14869,1486903,268,34614,241
9,20304,3542,14870,1486903,268,34614,241
9,20304,3558,14870,1486903,268,34614,241
9,20304,3570,14869,1486903,268,34614,241
9,20304,3581,14870,1486903,268,34614,241
9,20304,3586,14870,1486903,268,34614,241
9,20304,3610,14870,1486903,268,34614,241
9,20304,3631,14870,1486903,268,34614,241
4,20366,184,15371,1537002,286,34653,276
9,20304,1489,10434,1043402,22,30434,255
13,19393,574,10821,1082103,49,30852,21
13,19393,717,10821,1082103,49,30852,21
13,19393,3140,10821,1082103,49,30852,21
13,19393,4132,10822,1082103,49,30852,21
9,20304,1671,11194,1119302,75,33105,59
9,20304,3554,11194,1119302,75,33105,59
4,20366,29,12266,1226603,140,31453,128
4,20366,32,12266,1226603,140,31453,128
4,20366,60,12267,1226603,140,31453,128
4,20366,60,12266,1226603,140,31453,128
4,20366,67,12267,1226603,140,31453,128
4,20366,98,12266,1226603,140,31453,128
4,20366,113,12266,1226603,140,31453,128
4,20366,138,12267,1226603,140,31453,128
4,20366,139,12267,1226603,140,31453,128
4,20366,140,12266,1226603,140,31453,128
4,20366,176,12266,1226603,140,31453,128
4,20366,186,12266,1226603,140,31453,128
4,20366,218,12267,1226603,140,31453,128
4,20366,218,12267,1226603,140,31453,128
4,20366,222,12267,1226603,140,31453,128
4,20366,223,12267,1226603,140,31453,128
4,20366,225,12266,1226603,140,31453,128
4,20366,226,12267,1226603,140,31453,128
4,20366,228,12266,1226603,140,31453,128
4,20366,255,12267,1226603,140,31453,128
4,20366,303,12267,1226603,140,31453,128
4,20366,325,12267,1226603,140,31453,128
4,20366,330,12266,1226603,140,31453,128
4,20366,349,12267,1226603,140,31453,128
4,20366,560,12267,1226603,140,31453,128
9,20304,3626,12892,1289203,164,32575,169
9,20304,2122,13244,1324402,184,33244,179
9,20304,2924,13245,1324402,184,33244,179
9,20304,3518,13244,1324402,184,33244,179
9,20304,3518,13245,1324402,184,33244,179
9,20304,3575,13244,1324402,184,33244,179
9,20304,3617,13245,1324402,184,33244,179
9,20304,3621,13244,1324402,184,33244,179
9,20304,3621,13245,1324402,184,33244,179
9,20304,3626,13244,1324402,184,33244,179
4,20366,29,13423,1342202,197,30562,187
4,20366,32,13422,1342202,197,30562,187
4,20366,60,13422,1342202,197,30562,187
4,20366,60,13423,1342202,197,30562,187
4,20366,67,13423,1342202,197,30562,187
4,20366,98,13422,1342202,197,30562,187
4,20366,98,13423,1342202,197,30562,187
4,20366,113,13422,1342202,197,30562,187
4,20366,138,13422,1342202,197,30562,187
4,20366,139,13423,1342202,197,30562,187
4,20366,140,13423,1342202,197,30562,187
4,20366,176,13422,1342202,197,30562,187
4,20366,186,13422,1342202,197,30562,187
4,20366,218,13422,1342202,197,30562,187
4,20366,218,13422,1342202,197,30562,187
4,20366,222,13422,1342202,197,30562,187
4,20366,223,13423,1342202,197,30562,187
4,20366,225,13423,1342202,197,30562,187
4,20366,226,13423,1342202,197,30562,187
4,20366,228,13423,1342202,197,30562,187
4,20366,255,13423,1342202,197,30562,187
4,20366,303,13423,1342202,197,30562,187
4,20366,325,13422,1342202,197,30562,187
4,20366,330,13423,1342202,197,30562,187
4,20366,349,13423,1342202,197,30562,187
4,20366,560,13423,1342202,197,30562,187
9,20304,2089,13487,1348702,204,31650,183
9,20304,2122,13487,1348702,204,31650,183
9,20304,2888,13488,1348702,204,31650,183
9,20304,2888,13488,1348702,204,31650,183
9,20304,3518,13488,1348702,204,31650,183
9,20304,3581,13487,1348702,204,31650,183
9,20304,3586,13487,1348702,204,31650,183
9,20304,3617,13487,1348702,204,31650,183
9,20304,3626,13487,1348702,204,31650,183
9,20304,3636,13488,1348702,204,31650,183
9,20304,2089,13930,1393002,215,30977,56
9,20304,2122,13931,1393002,215,30977,56
9,20304,2888,13931,1393002,215,30977,56
9,20304,2888,13930,1393002,215,30977,56
9,20304,3518,13930,1393002,215,30977,56
9,20304,3581,13930,1393002,215,30977,56
9,20304,3586,13930,1393002,215,30977,56
9,20304,3617,13931,1393002,215,30977,56
9,20304,3626,13931,1393002,215,30977,56
9,20304,3636,13931,1393002,215,30977,56
9,20304,3636,14571,1457002,243,34570,231
9,20304,3631,14679,1467903,250,33570,244
13,19393,574,14747,1474703,258,30559,256
13,19393,717,14747,1474703,258,30559,256
13,19393,4132,14747,1474703,258,30559,256
13,19393,574,14870,1486903,268,34614,241
13,19393,717,14870,1486903,268,34614,241
13,19393,3140,14870,1486903,268,34614,241
9,20304,3626,14870,1486903,268,34614,241
9,20304,3631,14870,1486903,268,34614,241
9,20304,3636,14870,1486903,268,34614,241
13,19393,4132,14870,1486903,268,34614,241
4,20366,41,11057,1105703,64,31057,53
4,20366,41,11058,1105703,64,31057,53
4,20366,47,11057,1105703,64,31057,53
4,20366,58,11058,1105703,64,31057,53
4,20366,84,11057,1105703,64,31057,53
4,20366,84,11057,1105703,64,31057,53
4,20366,94,11058,1105703,64,31057,53
4,20366,97,11058,1105703,64,31057,53
4,20366,100,11058,1105703,64,31057,53
4,20366,102,11058,1105703,64,31057,53
4,20366,121,11058,1105703,64,31057,53
4,20366,121,11058,1105703,64,31057,53
4,20366,142,11058,1105703,64,31057,53
4,20366,142,11058,1105703,64,31057,53
4,20366,148,11057,1105703,64,31057,53
4,20366,149,11057,1105703,64,31057,53
4,20366,155,11058,1105703,64,31057,53
4,20366,205,11058,1105703,64,31057,53
4,20366,217,11057,1105703,64,31057,53
4,20366,263,11058,1105703,64,31057,53
4,20366,289,11058,1105703,64,31057,53
4,20366,319,11057,1105703,64,31057,53
9,20304,1489,11434,1143302,88,31295,80
9,20304,1505,11434,1143302,88,31295,80
9,20304,1546,11434,1143302,88,31295,80
9,20304,1567,11434,1143302,88,31295,80
9,20304,1581,11434,1143302,88,31295,80
9,20304,1601,11433,1143302,88,31295,80
9,20304,1609,11433,1143302,88,31295,80
9,20304,1609,11434,1143302,88,31295,80
9,20304,1622,11434,1143302,88,31295,80
9,20304,1735,11434,1143302,88,31295,80
9,20304,3368,11434,1143302,88,31295,80
9,20304,3554,11433,1143302,88,31295,80
9,20304,3554,11433,1143302,88,31295,80
9,20304,3948,11434,1143302,88,31295,80
13,19393,1196,11541,1154003,94,30615,87
13,19393,2712,11540,1154003,94,30615,87
13,19393,2773,11541,1154003,94,30615,87
4,20366,41,11619,1161802,99,31703,201
4,20366,41,11619,1161802,99,31703,201
4,20366,47,11618,1161802,99,31703,201
4,20366,58,11618,1161802,99,31703,201
4,20366,84,11619,1161802,99,31703,201
4,20366,84,11618,1161802,99,31703,201
4,20366,94,11619,1161802,99,31703,201
4,20366,97,11619,1161802,99,31703,201
4,20366,100,11619,1161802,99,31703,201
4,20366,102,11619,1161802,99,31703,201
4,20366,107,11618,1161802,99,31703,201
4,20366,121,11618,1161802,99,31703,201
4,20366,142,11619,1161802,99,31703,201
4,20366,155,11619,1161802,99,31703,201
4,20366,155,11619,1161802,99,31703,201
4,20366,205,11619,1161802,99,31703,201
4,20366,217,11618,1161802,99,31703,201
4,20366,263,11619,1161802,99,31703,201
4,20366,286,11618,1161802,99,31703,201
4,20366,307,11619,1161802,99,31703,201
4,20366,618,11619,1161802,99,31703,201
9,20304,1489,11977,1197702,120,31977,112
9,20304,1505,11978,1197702,120,31977,112
9,20304,1567,11978,1197702,120,31977,112
9,20304,1593,11978,1197702,120,31977,112
9,20304,1601,11978,1197702,120,31977,112
9,20304,1609,11978,1197702,120,31977,112
9,20304,1609,11977,1197702,120,31977,112
9,20304,1622,11978,1197702,120,31977,112
9,20304,1735,11978,1197702,120,31977,112
9,20304,3368,11977,1197702,120,31977,112
9,20304,3554,11978,1197702,120,31977,112
9,20304,3554,11977,1197702,120,31977,112
9,20304,1489,12130,1212903,131,32129,124
9,20304,1499,12129,1212903,131,32129,124
9,20304,1581,12129,1212903,131,32129,124
9,20304,1601,12129,1212903,131,32129,124
9,20304,1609,12130,1212903,131,32129,124
9,20304,1609,12129,1212903,131,32129,124
9,20304,1609,12130,1212903,131,32129,124
9,20304,1609,12130,1212903,131,32129,124
9,20304,1622,12130,1212903,131,32129,124
9,20304,2601,12129,1212903,131,32129,124
9,20304,2869,12129,1212903,131,32129,124
9,20304,3368,12130,1212903,131,32129,124
9,20304,3554,12130,1212903,131,32129,124
9,20304,4241,12130,1212903,131,32129,124
9,20304,1489,12344,1234302,146,32343,132
9,20304,1499,12343,1234302,146,32343,132
9,20304,1581,12344,1234302,146,32343,132
9,20304,1601,12344,1234302,146,32343,132
9,20304,1609,12344,1234302,146,32343,132
9,20304,1609,12344,1234302,146,32343,132
9,20304,1609,12344,1234302,146,32343,132
9,20304,1609,12344,1234302,146,32343,132
9,20304,1622,12343,1234302,146,32343,132
9,20304,2601,12344,1234302,146,32343,132
9,20304,2869,12344,1234302,146,32343,132
9,20304,3368,12344,1234302,146,32343,132
9,20304,3554,12343,1234302,146,32343,132
9,20304,4241,12344,1234302,146,32343,132
13,19393,1196,12889,1288903,162,32211,160
13,19393,2712,12889,1288903,162,32211,160
13,19393,2773,12890,1288903,162,32211,160
13,19393,1196,12893,1289203,164,32575,169
13,19393,2712,12893,1289203,164,32575,169
13,19393,2773,12893,1289203,164,32575,169
8,20398,3024,12954,1295302,169,31703,200
8,20398,3024,12954,1295302,169,31703,200
8,20398,3024,12954,1295302,169,31703,200
8,20398,3035,12953,1295302,169,31703,200
8,20398,3035,12953,1295302,169,31703,200
8,20398,3035,12954,1295302,169,31703,200
8,20398,3063,12954,1295302,169,31703,200
8,20398,3063,12954,1295302,169,31703,200
8,20398,3077,12954,1295302,169,31703,200
8,20398,3077,12953,1295302,169,31703,200
8,20398,3087,12953,1295302,169,31703,200
8,20398,3101,12953,1295302,169,31703,200
8,20398,3101,12953,1295302,169,31703,200
8,20398,3101,12953,1295302,169,31703,200
8,20398,3101,12954,1295302,169,31703,200
8,20398,3125,12954,1295302,169,31703,200
8,20398,3125,12954,1295302,169,31703,200
8,20398,3125,12953,1295302,169,31703,200
8,20398,3129,12954,1295302,169,31703,200
8,20398,3129,12954,1295302,169,31703,200
8,20398,3132,12953,1295302,169,31703,200
8,20398,3132,12953,1295302,169,31703,200
8,20398,3132,12954,1295302,169,31703,200
8,20398,3141,12954,1295302,169,31703,200
8,20398,3141,12953,1295302,169,31703,200
8,20398,3141,12953,1295302,169,31703,200
8,20398,3141,12954,1295302,169,31703,200
8,20398,3141,12953,1295302,169,31703,200
8,20398,3759,12954,1295302,169,31703,200
8,20398,3788,12954,1295302,169,31703,200
8,20398,3803,12954,1295302,169,31703,200
9,20304,1426,10628,1062702,31,30627,31
9,20304,1455,10628,1062702,31,30627,31
9,20304,1483,10628,1062702,31,30627,31
9,20304,1499,10628,1062702,31,30627,31
9,20304,1553,10628,1062702,31,30627,31
9,20304,1567,10627,1062702,31,30627,31
9,20304,1567,10628,1062702,31,30627,31
9,20304,1581,10628,1062702,31,30627,31
9,20304,1622,10627,1062702,31,30627,31
9,20304,2776,10628,1062702,31,30627,31
9,20304,3368,10628,1062702,31,30627,31
9,20304,4241,10628,1062702,31,30627,31
4,20366,59,11043,1104202,62,30647,60
4,20366,172,11043,1104202,62,30647,60
4,20366,478,11043,1104202,62,30647,60
4,20366,69,11278,1127802,80,30852,282
4,20366,288,11279,1127802,80,30852,282
13,19393,3055,11293,1129202,81,30325,78
13,19393,3160,11293,1129202,81,30325,78
13,19393,3315,11292,1129202,81,30325,78
13,19393,4287,11293,1129202,81,30325,78
4,20366,30,11619,1161802,99,31703,201
4,20366,31,11618,1161802,99,31703,201
4,20366,12,12266,1226603,140,31453,128
4,20366,21,12267,1226603,140,31453,128
4,20366,29,12267,1226603,140,31453,128
4,20366,32,12267,1226603,140,31453,128
4,20366,55,12267,1226603,140,31453,128
4,20366,63,12266,1226603,140,31453,128
4,20366,177,12267,1226603,140,31453,128
4,20366,185,12267,1226603,140,31453,128
4,20366,186,12267,1226603,140,31453,128
4,20366,301,12267,1226603,140,31453,128
4,20366,328,12267,1226603,140,31453,128
4,20366,329,12266,1226603,140,31453,128
4,20366,375,12267,1226603,140,31453,128
4,20366,376,12266,1226603,140,31453,128
4,20366,479,12266,1226603,140,31453,128
4,20366,481,12267,1226603,140,31453,128
4,20366,635,12267,1226603,140,31453,128
4,20366,832,12267,1226603,140,31453,128
4,20366,12,13487,1348702,204,31650,183
4,20366,21,13488,1348702,204,31650,183
4,20366,29,13488,1348702,204,31650,183
4,20366,30,13488,1348702,204,31650,183
4,20366,31,13488,1348702,204,31650,183
4,20366,32,13488,1348702,204,31650,183
4,20366,55,13487,1348702,204,31650,183
4,20366,63,13488,1348702,204,31650,183
4,20366,177,13488,1348702,204,31650,183
4,20366,185,13488,1348702,204,31650,183
4,20366,186,13488,1348702,204,31650,183
4,20366,301,13488,1348702,204,31650,183
4,20366,328,13488,1348702,204,31650,183
4,20366,329,13487,1348702,204,31650,183
4,20366,375,13488,1348702,204,31650,183
4,20366,376,13488,1348702,204,31650,183
4,20366,479,13487,1348702,204,31650,183
4,20366,481,13487,1348702,204,31650,183
4,20366,635,13488,1348702,204,31650,183
4,20366,832,13488,1348702,204,31650,183
9,20304,1423,13488,1348702,204,31650,183
9,20304,1426,13487,1348702,204,31650,183
9,20304,1426,13487,1348702,204,31650,183
9,20304,1442,13488,1348702,204,31650,183
9,20304,1449,13487,1348702,204,31650,183
9,20304,1455,13488,1348702,204,31650,183
9,20304,1483,13488,1348702,204,31650,183
9,20304,1499,13488,1348702,204,31650,183
9,20304,1505,13488,1348702,204,31650,183
9,20304,1525,13488,1348702,204,31650,183
9,20304,1530,13487,1348702,204,31650,183
9,20304,1553,13487,1348702,204,31650,183
9,20304,1564,13487,1348702,204,31650,183
9,20304,1567,13488,1348702,204,31650,183
9,20304,1567,13487,1348702,204,31650,183
9,20304,1581,13488,1348702,204,31650,183
9,20304,1592,13488,1348702,204,31650,183
9,20304,1609,13488,1348702,204,31650,183
9,20304,1613,13488,1348702,204,31650,183
9,20304,1622,13488,1348702,204,31650,183
9,20304,1735,13488,1348702,204,31650,183
9,20304,2776,13488,1348702,204,31650,183
9,20304,2776,13488,1348702,204,31650,183
9,20304,3368,13488,1348702,204,31650,183
9,20304,3554,13488,1348702,204,31650,183
9,20304,3948,13488,1348702,204,31650,183
9,20304,3948,13488,1348702,204,31650,183
9,20304,4241,13487,1348702,204,31650,183
13,19393,3055,13892,1389101,214,32575,210
13,19393,3160,13891,1389101,214,32575,210
13,19393,3315,13891,1389101,214,32575,210
13,19393,4287,13892,1389101,214,32575,210
9,20304,3575,14870,1486903,268,34614,241
13,19393,3055,14894,1489302,269,33192,239
13,19393,3160,14893,1489302,269,33192,239
13,19393,3315,14893,1489302,269,33192,239
13,19393,4287,14893,1489302,269,33192,239
4,20366,1,10694,1069302,36,30693,197
4,20366,29,11058,1105703,64,31057,53
8,20398,3024,11066,1106602,65,31066,68
8,20398,3024,11066,1106602,65,31066,68
8,20398,3035,11066,1106602,65,31066,68
8,20398,3035,11066,1106602,65,31066,68
8,20398,3063,11066,1106602,65,31066,68
8,20398,3063,11066,1106602,65,31066,68
8,20398,3073,11066,1106602,65,31066,68
8,20398,3073,11066,1106602,65,31066,68
8,20398,3077,11066,1106602,65,31066,68
8,20398,3077,11066,1106602,65,31066,68
8,20398,3087,11066,1106602,65,31066,68
8,20398,3087,11066,1106602,65,31066,68
8,20398,3101,11066,1106602,65,31066,68
8,20398,3101,11066,1106602,65,31066,68
8,20398,3101,11066,1106602,65,31066,68
8,20398,3101,11066,1106602,65,31066,68
8,20398,3101,11066,1106602,65,31066,68
8,20398,3101,11066,1106602,65,31066,68
8,20398,3125,11066,1106602,65,31066,68
8,20398,3129,11066,1106602,65,31066,68
8,20398,3129,11066,1106602,65,31066,68
8,20398,3132,11066,1106602,65,31066,68
8,20398,3141,11066,1106602,65,31066,68
8,20398,3141,11066,1106602,65,31066,68
8,20398,3141,11066,1106602,65,31066,68
8,20398,3141,11066,1106602,65,31066,68
8,20398,3141,11066,1106602,65,31066,68
8,20398,3788,11066,1106602,65,31066,68
9,20304,1423,12157,1215602,132,32156,123
